MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1925560	1810024B03Rik	RIKEN cDNA 1810024B03 gene	2		intracellular signal transduction			IBA	PTN000678822 	J:265628 	
MGI:1919607	2210016L21Rik	RIKEN cDNA 2210016L21 gene	5		negative regulation of Wnt signaling pathway			IBA	PTN002683903 	J:265628 	
MGI:1919607	2210016L21Rik	RIKEN cDNA 2210016L21 gene	5		Wnt signaling pathway			IEA	IPR026694 	J:72247 	
MGI:1919607	2210016L21Rik	RIKEN cDNA 2210016L21 gene	5		Wnt signaling pathway			IEA	KW-0879 	J:60000 	
MGI:1914283	2610005L07Rik	RIKEN cDNA 2610005L07 gene	8		platelet-derived growth factor receptor signaling pathway			IMP	MGI:3526861 	J:117491 	
MGI:1924217	2700049A03Rik	RIKEN cDNA 2700049A03 gene	12		smoothened signaling pathway			IBA	PTN001039099 	J:265628 	
MGI:1924217	2700049A03Rik	RIKEN cDNA 2700049A03 gene	12		smoothened signaling pathway			IMP		J:175541 	
MGI:3588196	3425401B19Rik	RIKEN cDNA 3425401B19 gene	14		positive regulation of calcineurin-NFAT signaling cascade			IMP		J:245587 	
MGI:3588196	3425401B19Rik	RIKEN cDNA 3425401B19 gene	14		positive regulation of calcineurin-NFAT signaling cascade			ISO	RGD:1564899 	J:155856 	
MGI:2685851	4921509C19Rik	RIKEN cDNA 4921509C19 gene	2		intracellular signal transduction			IBA	PTN000678822 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		Rho protein signal transduction			IBA	PTN000632671 	J:265628 	
MGI:1098687	Aak1	AP2 associated kinase 1	6		positive regulation of Notch signaling pathway			IBA	PTN001121691 	J:265628 	
MGI:1098687	Aak1	AP2 associated kinase 1	6		positive regulation of Notch signaling pathway			ISO	Q2M2I8 	J:164563 	
MGI:1929608	Aatf	apoptosis antagonizing transcription factor	11		negative regulation of apoptotic signaling pathway			IGI	MGI:1930187 	J:152660 	
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		Rab protein signal transduction	happens in neuron of cerebral cortex		IGI	MGI:1858202 	J:184851 	
MGI:2443582	Abat	4-aminobutyrate aminotransferase	16		positive regulation of inhibitory postsynaptic potential			ISO	RGD:620948 	J:155856 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		adenylate cyclase-activating G protein-coupled receptor signaling pathway			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		G protein-coupled receptor signaling pathway			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		regulation of Cdc42 protein signal transduction			ISO	O95477 	J:164563 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		apolipoprotein A-I-mediated signaling pathway			IDA		J:207821 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		apolipoprotein A-I-mediated signaling pathway			IMP		J:206915 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		apolipoprotein A-I-mediated signaling pathway			ISO	Q8IZY2 	J:164563 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		positive regulation of ERK1 and ERK2 cascade			IMP		J:112621 	
MGI:1914344	Abhd2	abhydrolase domain containing 2	7		steroid hormone mediated signaling pathway			IBA	PTN000846580 	J:265628 	
MGI:1914344	Abhd2	abhydrolase domain containing 2	7		steroid hormone mediated signaling pathway			ISO	P08910 	J:164563 	
MGI:1913332	Abhd6	abhydrolase domain containing 6	14		regulation of endocannabinoid signaling pathway			IMP		J:163762 	
MGI:104913	Abi1	abl-interactor 1	2		postsynapse to nucleus signaling pathway			ISO	RGD:621008 	J:155856 	
MGI:106913	Abi2	abl-interactor 2	1		Rac protein signal transduction			ISO	Q9NYB9 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		B cell receptor signaling pathway			IMP	MGI:2153718 	J:147102 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		B cell receptor signaling pathway	happens in spleen		IMP	MGI:2153718 	J:66085 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		epidermal growth factor receptor signaling pathway			IGI	MGI:95290 MGI:95294 	J:140959 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		integrin-mediated signaling pathway			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		negative regulation of BMP signaling pathway	regulates a function/process that happens in duct epithelial cell		IMP	MGI:104738 	J:190763 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in duct epithelial cell		IMP	MGI:104738 	J:190763 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		negative regulation of I-kappaB kinase/NF-kappaB signaling			IMP	MGI:108086 	J:153689 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		neuropilin signaling pathway			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		platelet-derived growth factor receptor signaling pathway			IDA		J:161969 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		platelet-derived growth factor receptor signaling pathway			IMP		J:140959 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		platelet-derived growth factor receptor-beta signaling pathway			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation of ERK1 and ERK2 cascade			IMP		J:140959 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation of I-kappaB kinase/NF-kappaB signaling	regulates a function/process that happens in T cell,happens in T cell		IGI	MGI:87860 	J:154821 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation of Wnt signaling pathway, planar cell polarity pathway			IGI	MGI:87860 	J:164680 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		regulation of Cdc42 protein signal transduction			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		signal transduction in response to DNA damage			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		T cell receptor signaling pathway			IDA		J:137330 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		epidermal growth factor receptor signaling pathway			IGI	MGI:95290 MGI:95294 	J:140959 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		negative regulation of Rho protein signal transduction			IGI	MGI:1929494 	J:90071 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		negative regulation of Rho protein signal transduction	regulates a function/process that happens in hippocampal neuron,happens in hippocampal neuron		IGI	MGI:1929494 MGI:96602 	J:196653 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		negative regulation of Rho protein signal transduction			IGI	MGI:1929494 MGI:96610 	J:182501 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		platelet-derived growth factor receptor signaling pathway			IGI	MGI:99511 	J:140959 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:99511 	J:140959 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of I-kappaB kinase/NF-kappaB signaling	happens in T cell,regulates a function/process that happens in T cell		IGI	MGI:87859 	J:154821 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of Wnt signaling pathway, planar cell polarity pathway			IGI	MGI:87859 	J:164680 	
MGI:107771	Abr	active BCR-related gene	11		intracellular signal transduction			IEA	IPR001331 	J:72247 	
MGI:107771	Abr	active BCR-related gene	11		regulation of Rho protein signal transduction			IEA	IPR000219 	J:72247 	
MGI:107771	Abr	active BCR-related gene	11		signal transduction			IEA	IPR000198 IPR008936 	J:72247 	
MGI:2444891	Abra	actin-binding Rho activating protein	15		positive regulation of Rho protein signal transduction			IBA	PTN001100454 	J:265628 	
MGI:2444891	Abra	actin-binding Rho activating protein	15		positive regulation of Rho protein signal transduction			IDA		J:116362 	
MGI:1917931	Abraxas1	BRCA1 A complex subunit	5		signal transduction involved in G2 DNA damage checkpoint			ISO	Q6UWZ7 	J:164563 	
MGI:1098623	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	18		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	P42765 	J:164563 	
MGI:2388270	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	11		signal transduction			IEA	KW-0807 	J:60000 	
MGI:1917258	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	X		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:728890 	J:155856 	
MGI:1920932	Acer2	alkaline ceramidase 2	4		DNA damage response, signal transduction by p53 class mediator			ISO	Q5QJU3 	J:164563 	
MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	1		chemokine-mediated signaling pathway			IEA	IPR005384 	J:72247 	
MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	1		G protein-coupled receptor signaling pathway			IEA	KW-0297 	J:60000 	
MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	1		signal transduction			IEA	KW-0807 	J:60000 	
MGI:1891697	Ackr2	atypical chemokine receptor 2	9		calcium-mediated signaling			IBA	PTN001200797 	J:265628 	
MGI:1891697	Ackr2	atypical chemokine receptor 2	9		G protein-coupled receptor signaling pathway			IEA	IPR000276 IPR000355 	J:72247 	
MGI:1891697	Ackr2	atypical chemokine receptor 2	9		G protein-coupled receptor signaling pathway			IEA	KW-0297 	J:60000 	
MGI:1891697	Ackr2	atypical chemokine receptor 2	9		signal transduction			IDA		J:40322 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		calcium-mediated signaling			IBA	PTN001200797 	J:265628 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		chemokine-mediated signaling pathway			ISO	P25106 	J:164563 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		G protein-coupled receptor signaling pathway			IEA	IPR000276 	J:72247 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		G protein-coupled receptor signaling pathway			IEA	KW-0297 	J:60000 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage			ISO	P25106 	J:164563 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		positive regulation of ERK1 and ERK2 cascade			ISO	P25106 	J:164563 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		signal transduction			IEA	KW-0807 	J:60000 	
MGI:2181676	Ackr4	atypical chemokine receptor 4	9		calcium-mediated signaling			IBA	PTN001200797 	J:265628 	
MGI:2181676	Ackr4	atypical chemokine receptor 4	9		G protein-coupled receptor signaling pathway			IEA	IPR000276 IPR000355 	J:72247 	
MGI:2181676	Ackr4	atypical chemokine receptor 4	9		G protein-coupled receptor signaling pathway			IEA	KW-0297 	J:60000 	
MGI:2181676	Ackr4	atypical chemokine receptor 4	9		signal transduction			IEA	KW-0807 	J:60000 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		negative regulation of toll-like receptor 2 signaling pathway			IMP		J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		negative regulation of toll-like receptor 4 signaling pathway			IDA		J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			IDA		J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			ISO	A6NK06 	J:164563 	
MGI:1913736	Acot11	acyl-CoA thioesterase 11	4		intracellular signal transduction			NAS		J:72985 	
MGI:3644563	Acp4	acid phosphatase 4	7		negative regulation of ERBB4 signaling pathway			ISO	Q9BZG2 	J:164563 	
MGI:1928480	Acpp	acid phosphatase, prostate	9		positive regulation of adenosine receptor signaling pathway			ISO	P15309 	J:164563 	
MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	8		adiponectin-activated signaling pathway			IMP		J:166293 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		regulation of extrinsic apoptotic signaling pathway			ISO	Q9ULC5 	J:164563 	
MGI:87909	Acta2	actin, alpha 2, smooth muscle, aorta	19		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:621676 	J:155856 	
MGI:109192	Actn2	actinin alpha 2	13		phospholipase C-activating angiotensin-activated signaling pathway			ISO	P35609 	J:164563 	
MGI:99678	Actn3	actinin alpha 3	19		negative regulation of calcineurin-NFAT signaling cascade	happens in muscle tissue		IMP		J:207120 	
MGI:1890773	Actn4	actinin alpha 4	7		peroxisome proliferator activated receptor signaling pathway			ISO	O43707 	J:164563 	
MGI:1890773	Actn4	actinin alpha 4	7		positive regulation of NIK/NF-kappaB signaling			ISO	O43707 	J:164563 	
MGI:1890773	Actn4	actinin alpha 4	7		retinoic acid receptor signaling pathway			ISO	O43707 	J:164563 	
MGI:1890773	Actn4	actinin alpha 4	7		tumor necrosis factor-mediated signaling pathway			ISO	O43707 	J:164563 	
