MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		negative regulation of glucose import			ISO	RGD:2493 	J:155856 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		positive regulation of glucose import			IDA		J:77479 	
MGI:93830	Adipor2	adiponectin receptor 2	6		positive regulation of glucose import			ISO	RGD:1307891 	J:155856 	
MGI:87971	Ahi1	Abelson helper integration site 1	10		negative regulation of glucose import			ISO	RGD:1303040 	J:155856 	
MGI:87977	Ak1	adenylate kinase 1	2		positive regulation of glucose transmembrane transport			ISO	RGD:2076 	J:155856 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		positive regulation of glucose import			ISO	P31749 	J:164563 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of glucose import			IGI	MGI:1921991 	J:176652 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of glucose import			ISO	RGD:2082 	J:155856 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of glucose import			ISO	P31751 	J:164563 	
MGI:1306797	Aoc3	amine oxidase, copper containing 3	11		positive regulation of glucose transmembrane transport			ISO	RGD:62058 	J:155856 	
MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	14		positive regulation of glucose import			ISO	Q9UKG1 	J:164563 	
MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	14		regulation of glucose import			ISO	Q9UKG1 	J:164563 	
MGI:2384914	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	10		negative regulation of glucose import			IMP		J:156351 	
MGI:2384914	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	10		negative regulation of glucose import			ISO	Q8NEU8 	J:164563 	
MGI:1916188	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1 (human)	11		regulation of glucose import			IDA		J:89969 	
MGI:88190	Braf	Braf transforming gene	6		positive regulation of glucose transmembrane transport			ISO	P15056 	J:164563 	
MGI:1916433	C1qtnf2	C1q and tumor necrosis factor related protein 2	11		positive regulation of glucose import			IDA		J:92988 	
MGI:1914639	C1qtnf12	C1q and tumor necrosis factor related 12	4		positive regulation of glucose import			IBA	PTN002513047 	J:265628 	
MGI:1914639	C1qtnf12	C1q and tumor necrosis factor related 12	4		positive regulation of glucose import	regulates a function/process that happens in fat cell		IMP		J:183116 	
MGI:1914639	C1qtnf12	C1q and tumor necrosis factor related 12	4		regulation of glucose import			IDA		J:177588 J:183116 	
MGI:1921991	C2cd5	C2 calcium-dependent domain containing 5	6		positive regulation of glucose import			IGI	MGI:104874 	J:176652 	
MGI:1921991	C2cd5	C2 calcium-dependent domain containing 5	6		positive regulation of glucose import			IMP		J:176652 	
MGI:1921991	C2cd5	C2 calcium-dependent domain containing 5	6		positive regulation of glucose transmembrane transport			IMP		J:176652 	
MGI:88227	C3	complement component 3	17		positive regulation of glucose transmembrane transport			ISO	P01024 	J:164563 	
MGI:1344392	Capn10	calpain 10	1		positive regulation of glucose import			IMP		J:133015 	
MGI:1344392	Capn10	calpain 10	1		positive regulation of glucose import			ISO	Q9HC96 	J:164563 	
MGI:1923936	Clip3	CAP-GLY domain containing linker protein 3	7		positive regulation of glucose transmembrane transport			IMP		J:145864 	
MGI:1889385	Crebl2	cAMP responsive element binding protein-like 2	6		positive regulation of glucose import			IMP		J:180535 	
MGI:99578	Drd1	dopamine receptor D1	13		glucose import			IMP	MGI:1857158 	J:68124 	
MGI:95283	Edn1	endothelin 1	13		regulation of glucose transmembrane transport			IDA		J:72781 	
MGI:105923	Ednra	endothelin receptor type A	8		regulation of glucose transmembrane transport			IDA		J:72781 	
MGI:97370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	10		negative regulation of glucose import			ISO	P22413 	J:164563 	
